"","X","Name","Vorname","Nachname","Geschlecht","Nationalität","Birthday","Seasons","URL","Season.x","Season.y","Season.x.x","Season.y.y","Season","Größe","Gewicht","Geburtsort","Hintergrund","Bild_URL"
"223",11,"David Bär","David","Bär","m"," Deutschland","19.07.1989","1    ","https://www.sport.de/ninja-warrior/pe686016/david-baer/",1,NA,NA,NA,NA,178,80," Deutschland","","https://s.hs-data.com/gfx/person/m/686016.jpg"
"224",19,"David Binninger","David","Binninger","m"," Deutschland","18.12.1990","1    ","https://www.sport.de/ninja-warrior/pe685896/david-binninger/",1,NA,NA,NA,NA,180,72," Deutschland","","https://s.hs-data.com/gfx/person/m/685896.jpg"
"225",1003,"David Brunner","David","Brunner","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708068/david-brunner/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708068.jpg"
"226",277,"David Burnell","David","Burnell","m"," USA","18.07.1977"," 2   ","https://www.sport.de/ninja-warrior/pe686514/david-burnell/",NA,2,NA,NA,NA,163,65," USA","","https://s.hs-data.com/gfx/person/m/686514.jpg"
"227",38,"David Coppeneur","David","Coppeneur","m"," Deutschland","11.10.1996","1    ","https://www.sport.de/ninja-warrior/pe686059/david-coppeneur/",1,NA,NA,NA,NA,189,77," Deutschland","","https://s.hs-data.com/gfx/person/m/686059.jpg"
"228",46,"David Dietrich","David","Dietrich","m"," Deutschland","25.10.1989","1    ","https://www.sport.de/ninja-warrior/pe685936/david-dietrich/",1,NA,NA,NA,NA,177,72," Deutschland","","https://s.hs-data.com/gfx/person/m/685936.jpg"
"229",302,"David Eilenstein","David","Eilenstein","m"," Deutschland","07.05.1992"," 2 3 4 5","https://www.sport.de/ninja-warrior/pe686177/david-eilenstein/",NA,2,3,4,5,175,65," Deutschland","","https://s.hs-data.com/gfx/person/m/686177.jpg"
"230",586,"David Fitzke","David","Fitzke","m"," Deutschland","21.01.1984","  3  ","https://www.sport.de/ninja-warrior/pe686199/david-fitzke/",NA,NA,3,NA,NA,180,86," Deutschland","","https://s.hs-data.com/gfx/person/m/686199.jpg"
"231",327,"David Goldberg","David","Goldberg","m"," Deutschland","29.12.1983"," 2   ","https://www.sport.de/ninja-warrior/pe686544/david-goldberg/",NA,2,NA,NA,NA,175,95," Deutschland","","https://s.hs-data.com/gfx/person/m/686544.jpg"
"232",629,"David Joachimstaler","David","Joachimstaler","m"," Deutschland","16.03.1988","  3  ","https://www.sport.de/ninja-warrior/pe686584/david-joachimstaler/",NA,NA,3,NA,NA,181,83," Deutschland","","https://s.hs-data.com/gfx/person/m/686584.jpg"
"233",428,"David Nash","David","Nash","m"," Deutschland","16.01.1986"," 2   ","https://www.sport.de/ninja-warrior/pe686431/david-nash/",NA,2,NA,NA,NA,183,84," Deutschland","","https://s.hs-data.com/gfx/person/m/686431.jpg"
"234",700,"David Reis","David","Reis","m"," Deutschland","23.06.1986","  3  ","https://www.sport.de/ninja-warrior/pe686653/david-reis/",NA,NA,3,NA,NA,172,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686653.jpg"
"235",1208,"David Wolf","David","Wolf","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708053/david-wolf/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708053.jpg"
"236",229,"David Wollschläger","David","Wollschläger","m"," Deutschland","23.07.1992","1 2 3  ","https://www.sport.de/ninja-warrior/pe685940/david-wollschlaeger/",1,2,3,NA,NA,180,90," Deutschland","","https://s.hs-data.com/gfx/person/m/685940.jpg"
"237",1027,"Davina Fisseler","Davina","Fisseler","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708139/davina-fisseler/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708139.jpg"
"238",1185,"Dean Tanwani","Dean","Tanwani","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708210/dean-tanwani/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708210.jpg"
"239",1070,"Dejan Jelovic","Dejan","Jelovic","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708077/dejan-jelovic/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708077.jpg"
"240",774,"Deniro Wille","Deniro","Wille","m"," Deutschland","23.10.1997","  3  ","https://www.sport.de/ninja-warrior/pe686236/deniro-wille/",NA,NA,3,NA,NA,167,62," Deutschland","","https://s.hs-data.com/gfx/person/m/686236.jpg"
"241",895,"Denise Meyer","Denise","Meyer","w"," Deutschland","06.08.1988","   4 ","https://www.sport.de/ninja-warrior/pe686695/denise-meyer/",NA,NA,NA,4,NA,170,58," Deutschland","","https://s.hs-data.com/gfx/person/m/686695.jpg"
"242",564,"Deniz Celik","Deniz","Celik","m"," Türkei","29.04.1989","  3 4 ","https://www.sport.de/ninja-warrior/pe686171/deniz-celik/",NA,NA,3,4,NA,172,66," Türkei","","https://s.hs-data.com/gfx/person/m/686171.jpg"
"243",257,"Dennis Barth","Dennis","Barth","m"," Deutschland","26.08.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686320/dennis-barth/",NA,2,NA,NA,NA,170,55," Deutschland","","https://s.hs-data.com/gfx/person/m/686320.jpg"
"244",567,"Dennis Decker","Dennis","Decker","m"," Deutschland","03.12.1995","  3 4 ","https://www.sport.de/ninja-warrior/pe686671/dennis-decker/",NA,NA,3,4,NA,170,63," Deutschland","","https://s.hs-data.com/gfx/person/m/686671.jpg"
"245",86,"Dennis Henschel","Dennis","Henschel","m"," Deutschland","05.02.1984","1    ","https://www.sport.de/ninja-warrior/pe685833/dennis-henschel/",1,NA,NA,NA,NA,184,110," Deutschland","","https://s.hs-data.com/gfx/person/m/685833.jpg"
"246",1076,"Dennis Kilani","Dennis","Kilani","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708035/dennis-kilani/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708035.jpg"
"247",866,"Dennis Kraus","Dennis","Kraus","m"," Deutschland","20.06.1990","   4 ","https://www.sport.de/ninja-warrior/pe686797/dennis-kraus/",NA,NA,NA,4,NA,180,107," Deutschland","","https://s.hs-data.com/gfx/person/m/686797.jpg"
"248",115,"Dennis Kubon","Dennis","Kubon","m"," Deutschland","08.10.1992","1    ","https://www.sport.de/ninja-warrior/pe685887/dennis-kubon/",1,NA,NA,NA,NA,184,84," Deutschland","","https://s.hs-data.com/gfx/person/m/685887.jpg"
"249",404,"Dennis Leiber","Dennis","Leiber","m"," Deutschland","19.12.1998"," 2 3 4 5","https://www.sport.de/ninja-warrior/pe686359/dennis-leiber/",NA,2,3,4,5,171,58," Deutschland","","https://s.hs-data.com/gfx/person/m/686359.jpg"
"250",435,"Dennis Ottenbacher","Dennis","Ottenbacher","m"," Deutschland","29.12.1986"," 2   ","https://www.sport.de/ninja-warrior/pe686403/dennis-ottenbacher/",NA,2,NA,NA,NA,180,72," Deutschland","","https://s.hs-data.com/gfx/person/m/686403.jpg"
"251",1138,"Dennis Recka","Dennis","Recka","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708123/dennis-recka/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708123.jpg"
"252",466,"Dennis Roßmannek","Dennis","Roßmannek","m"," Deutschland","15.11.1988"," 2   ","https://www.sport.de/ninja-warrior/pe686491/dennis-rossmannek/",NA,2,NA,NA,NA,175,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686491.jpg"
"253",194,"Dennis Schumacher","Dennis","Schumacher","m"," Deutschland","03.06.1982","1    ","https://www.sport.de/ninja-warrior/pe685836/dennis-schumacher/",1,NA,NA,NA,NA,185,75," Deutschland","","https://s.hs-data.com/gfx/person/m/685836.jpg"
"254",197,"Dennis Seibel","Dennis","Seibel","m"," Deutschland","27.02.1997","1    ","https://www.sport.de/ninja-warrior/pe685876/dennis-seibel/",1,NA,NA,NA,NA,178,72," Deutschland","","https://s.hs-data.com/gfx/person/m/685876.jpg"
"255",349,"Denny Henkel","Denny","Henkel","m"," Deutschland","26.02.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686503/denny-henkel/",NA,2,NA,NA,NA,190,86," Deutschland","","https://s.hs-data.com/gfx/person/m/686503.jpg"
"256",171,"Desireé Rieger","Desireé","Rieger","w"," Deutschland","13.06.1991","1    ","https://www.sport.de/ninja-warrior/pe685858/desiree-rieger/",1,NA,NA,NA,NA,160,56," Deutschland","","https://s.hs-data.com/gfx/person/m/685858.jpg"
"257",495,"Detlef Steves","Detlef","Steves","m"," Deutschland","23.01.1969"," 2  4 ","https://www.sport.de/ninja-warrior/pe705716/detlef-steves/",NA,2,NA,4,NA,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/705716.jpg"
"258",842,"Diego Heubeck","Diego","Heubeck","m"," Deutschland","02.06.1990","   4 ","https://www.sport.de/ninja-warrior/pe686720/diego-heubeck/",NA,NA,NA,4,NA,173,78," Deutschland","","https://s.hs-data.com/gfx/person/m/686720.jpg"
"259",1129,"Dimitrios Papadopoulos","Dimitrios","Papadopoulos","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708212/dimitrios-papadopoulos/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708212.jpg"
"260",94,"Dirk Hüfler","Dirk","Hüfler","m"," Deutschland","13.05.1965","1    ","https://www.sport.de/ninja-warrior/pe686050/dirk-huefler/",1,NA,NA,NA,NA,172,71," Deutschland","","https://s.hs-data.com/gfx/person/m/686050.jpg"
"261",1141,"Dirk Reimann","Dirk","Reimann","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708030/dirk-reimann/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708030.jpg"
"262",941,"Dirk Schütze","Dirk","Schütze","m"," Deutschland","03.01.1967","   4 ","https://www.sport.de/ninja-warrior/pe686748/dirk-schuetze/",NA,NA,NA,4,NA,193,89," Deutschland","","https://s.hs-data.com/gfx/person/m/686748.jpg"
"263",756,"Domenico Tonini","Domenico","Tonini","m"," Deutschland","21.06.1996","  3  ","https://www.sport.de/ninja-warrior/pe686230/domenico-tonini/",NA,NA,3,NA,NA,187,87," Deutschland","","https://s.hs-data.com/gfx/person/m/686230.jpg"
"264",341,"Dominic Harrison","Dominic","Harrison","m"," Deutschland","01.07.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686421/dominic-harrison/",NA,2,NA,NA,NA,198,95," Deutschland","","https://s.hs-data.com/gfx/person/m/686421.jpg"
"265",23,"Dominik Bittner","Dominik","Bittner","m"," Deutschland","10.10.1996","1    ","https://www.sport.de/ninja-warrior/pe686057/dominik-bittner/",1,NA,NA,NA,NA,185,79," Deutschland","","https://s.hs-data.com/gfx/person/m/686057.jpg"
"266",552,"Dominik Bluhme","Dominik","Bluhme","m"," Deutschland","30.04.1997","  3  ","https://www.sport.de/ninja-warrior/pe686202/dominik-bluhme/",NA,NA,3,NA,NA,179,83," Deutschland","","https://s.hs-data.com/gfx/person/m/686202.jpg"
"267",59,"Dominik Ferenc","Dominik","Ferenc","m"," Deutschland","09.04.1994","1    ","https://www.sport.de/ninja-warrior/pe685906/dominik-ferenc/",1,NA,NA,NA,NA,182,104," Deutschland","","https://s.hs-data.com/gfx/person/m/685906.jpg"
"268",317,"Dominik Friedl","Dominik","Friedl","m"," Deutschland","19.09.1985"," 2   ","https://www.sport.de/ninja-warrior/pe686378/dominik-friedl/",NA,2,NA,NA,NA,178,71," Deutschland","","https://s.hs-data.com/gfx/person/m/686378.jpg"
"269",625,"Dominik Innerbichler","Dominik","Innerbichler","m"," Italien","10.08.1992","  3  ","https://www.sport.de/ninja-warrior/pe686178/dominik-innerbichler/",NA,NA,3,NA,NA,176,72," Italien","","https://s.hs-data.com/gfx/person/m/686178.jpg"
"270",377,"Dominik Kieslich","Dominik","Kieslich","m"," Deutschland","10.11.1990"," 2   ","https://www.sport.de/ninja-warrior/pe686569/dominik-kieslich/",NA,2,NA,NA,NA,179,90," Deutschland","","https://s.hs-data.com/gfx/person/m/686569.jpg"
"271",1083,"Dominik Krause","Dominik","Krause","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708019/dominik-krause/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708019.jpg"
"272",1090,"Dominik Kunzler","Dominik","Kunzler","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708012/dominik-kunzler/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708012.jpg"
"273",1122,"Dominik Neubig","Dominik","Neubig","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708129/dominik-neubig/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708129.jpg"
"274",476,"Dominik Schindler","Dominik","Schindler","m"," Deutschland","27.11.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686336/dominik-schindler/",NA,2,NA,NA,NA,176,68," Deutschland","","https://s.hs-data.com/gfx/person/m/686336.jpg"
"275",1179,"Dominik Staudacher","Dominik","Staudacher","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708096/dominik-staudacher/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708096.jpg"
"276",525,"Dominik Winkel","Dominik","Winkel","m"," Deutschland","21.05.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686319/dominik-winkel/",NA,2,NA,NA,NA,188,102," Deutschland","","https://s.hs-data.com/gfx/person/m/686319.jpg"
"277",1198,"Dusan Vranes","Dusan","Vranes","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708063/dusan-vranes/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708063.jpg"
"278",840,"Dustin Herbrüggen","Dustin","Herbrüggen","m"," Deutschland","21.12.1995","   4 ","https://www.sport.de/ninja-warrior/pe686812/dustin-herbrueggen/",NA,NA,NA,4,NA,167,65," Deutschland","","https://s.hs-data.com/gfx/person/m/686812.jpg"
"279",970,"Dustin Williamson","Dustin","Williamson","m"," Deutschland","24.06.1992","   4 ","https://www.sport.de/ninja-warrior/pe686741/dustin-williamson/",NA,NA,NA,4,NA,185,85," Deutschland","","https://s.hs-data.com/gfx/person/m/686741.jpg"
"280",319,"Edem Galley","Edem","Galley","m"," Deutschland","30.08.1986"," 2   ","https://www.sport.de/ninja-warrior/pe686394/edem-galley/",NA,2,NA,NA,NA,183,104," Deutschland","","https://s.hs-data.com/gfx/person/m/686394.jpg"
"281",256,"Edgar Luis Barrenechea Arias","Edgar","Luis Barrenechea Arias","m"," Deutschland","10.07.1985"," 2   ","https://www.sport.de/ninja-warrior/pe686377/edgar-luis-barrenechea-arias/",NA,2,NA,NA,NA,182,90," Deutschland","","https://s.hs-data.com/gfx/person/m/686377.jpg"
"282",671,"Eduard Mehlmann","Eduard","Mehlmann","m"," Deutschland","14.12.1996","  3  ","https://www.sport.de/ninja-warrior/pe686180/eduard-mehlmann/",NA,NA,3,NA,NA,176,71," Deutschland","","https://s.hs-data.com/gfx/person/m/686180.jpg"
"283",1118,"Eduard Müller","Eduard","Müller","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708104/eduard-mueller/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708104.jpg"
"284",482,"Eike Ramon Schwerdt","Eike","Ramon Schwerdt","m"," Deutschland","31.01.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686568/eike-ramon-schwerdt/",NA,2,NA,NA,NA,179,100," Deutschland","","https://s.hs-data.com/gfx/person/m/686568.jpg"
"285",1194,"Elisa Van der Wel","Elisa","Van der Wel","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708023/elisa-van-der-wel/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708023.jpg"
"286",188,"Elisabeth Scholl","Elisabeth","Scholl","w"," Deutschland","19.06.1986","1    ","https://www.sport.de/ninja-warrior/pe685864/elisabeth-scholl/",1,NA,NA,NA,NA,162,58," Deutschland","","https://s.hs-data.com/gfx/person/m/685864.jpg"
"287",802,"Elsa Culemann","Elsa","Culemann","w"," Deutschland","03.11.1990","   4 5","https://www.sport.de/ninja-warrior/pe686738/elsa-culemann/",NA,NA,NA,4,5,169,54," Deutschland","","https://s.hs-data.com/gfx/person/m/686738.jpg"
"288",563,"Ema Cada","Ema","Cada","w"," Österreich","03.04.1999","  3  ","https://www.sport.de/ninja-warrior/pe686281/ema-cada/",NA,NA,3,NA,NA,164,57," Österreich","","https://s.hs-data.com/gfx/person/m/686281.jpg"
"289",118,"Emil Kusmirek","Emil","Kusmirek","m"," Polen","12.06.1990","1    ","https://www.sport.de/ninja-warrior/pe686006/emil-kusmirek/",1,NA,NA,NA,NA,175,64," Polen","","https://s.hs-data.com/gfx/person/m/686006.jpg"
"290",891,"Enrico Meister","Enrico","Meister","m"," Deutschland","29.03.1999","   4 5","https://www.sport.de/ninja-warrior/pe686737/enrico-meister/",NA,NA,NA,4,5,170,65," Deutschland","","https://s.hs-data.com/gfx/person/m/686737.jpg"
"291",583,"Eren Eski","Eren","Eski","m"," Deutschland","28.02.1997","  3 4 5","https://www.sport.de/ninja-warrior/pe686624/eren-eski/",NA,NA,3,4,5,178,65," Deutschland","","https://s.hs-data.com/gfx/person/m/686624.jpg"
"292",870,"Eric Krüger","Eric","Krüger","m"," Deutschland","21.03.1988","   4 ","https://www.sport.de/ninja-warrior/pe707540/eric-krueger/",NA,NA,NA,4,NA,176,84,"","","https://s.hs-data.com/gfx/person/m/707540.jpg"
"293",413,"Eric Magut","Eric","Magut","m"," Deutschland","26.07.1988"," 2   ","https://www.sport.de/ninja-warrior/pe686541/eric-magut/",NA,2,NA,NA,NA,181,80," Deutschland","","https://s.hs-data.com/gfx/person/m/686541.jpg"
"294",965,"Eric Voßhage","Eric","Voßhage","m"," Deutschland","16.06.1996","   4 ","https://www.sport.de/ninja-warrior/pe686771/eric-vosshage/",NA,NA,NA,4,NA,179,72," Deutschland","","https://s.hs-data.com/gfx/person/m/686771.jpg"
"295",977,"Eric Zekina","Eric","Zekina","m"," Deutschland","05.10.1991","   4 5","https://www.sport.de/ninja-warrior/pe686860/eric-zekina/",NA,NA,NA,4,5,184,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686860.jpg"
"296",1111,"Erik Mehle","Erik","Mehle","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708076/erik-mehle/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708076.jpg"
"297",568,"Etienne Diatta","Etienne","Diatta","m"," Senegal","23.04.1990","  3 4 ","https://www.sport.de/ninja-warrior/pe686606/etienne-diatta/",NA,NA,3,4,NA,179,76," Senegal","","https://s.hs-data.com/gfx/person/m/686606.jpg"
"298",334,"Eva Habermann","Eva","Habermann","w"," Deutschland","16.01.1976"," 2   ","https://www.sport.de/ninja-warrior/pe705748/eva-habermann/",NA,2,NA,NA,NA,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/705748.jpg"
"299",931,"Eva Sauer","Eva","Sauer","w"," Deutschland","19.08.1995","   4 ","https://www.sport.de/ninja-warrior/pe686711/eva-sauer/",NA,NA,NA,4,NA,159,54," Deutschland","","https://s.hs-data.com/gfx/person/m/686711.jpg"
"300",799,"Evelyn Burdecki","Evelyn","Burdecki","w"," Deutschland","19.09.1988","   4 ","https://www.sport.de/ninja-warrior/pe705737/evelyn-burdecki/",NA,NA,NA,4,NA,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/705737.jpg"
"301",664,"Evelyn Ludwig","Evelyn","Ludwig","w"," Deutschland","21.04.1991","  3  ","https://www.sport.de/ninja-warrior/pe686278/evelyn-ludwig/",NA,NA,3,NA,NA,170,62," Deutschland","","https://s.hs-data.com/gfx/person/m/686278.jpg"
"302",206,"Evelyn Szepa","Evelyn","Szepa","w"," Deutschland","13.12.1984","1    ","https://www.sport.de/ninja-warrior/pe686109/evelyn-szepa/",1,NA,NA,NA,NA,181,72," Deutschland","","https://s.hs-data.com/gfx/person/m/686109.jpg"
"303",927,"Evert Cordero Rosario","Evert","Cordero Rosario","m"," Deutschland","18.12.1992","   4 ","https://www.sport.de/ninja-warrior/pe686817/evert-cordero-rosario/",NA,NA,NA,4,NA,168,8," Deutschland","","https://s.hs-data.com/gfx/person/m/686817.jpg"
"304",929,"Evi Sachenbacher-Stehle","Evi","Sachenbacher-Stehle","w"," Deutschland","27.11.1980","   4 ","https://www.sport.de/wintersport/pe211923/evi-sachenbacher-stehle/",NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"305",591,"Fabian Fröhlich","Fabian","Fröhlich","m"," Deutschland","22.04.1992","  3  ","https://www.sport.de/ninja-warrior/pe686638/fabian-froehlich/",NA,NA,3,NA,NA,178,83," Deutschland","","https://s.hs-data.com/gfx/person/m/686638.jpg"
"306",595,"Fabian Geyer","Fabian","Geyer","m"," Deutschland","07.04.1998","  3  ","https://www.sport.de/ninja-warrior/pe686603/fabian-geyer/",NA,NA,3,NA,NA,168,61," Deutschland","","https://s.hs-data.com/gfx/person/m/686603.jpg"
"307",605,"Fabian Hambüchen","Fabian","Hambüchen","m"," Deutschland","25.10.1987","  3 4 ","https://www.sport.de/ninja-warrior/pe35222/fabian-hambuechen/",NA,NA,3,4,NA,163,63," Deutschland"," Turnen"," https://s.hs-data.com/gfx/person/m/35222.jpg"
"308",465,"Fabian Ronjak","Fabian","Ronjak","m"," Österreich","13.09.1993"," 2   ","https://www.sport.de/ninja-warrior/pe686483/fabian-ronjak/",NA,2,NA,NA,NA,174,68," Österreich","","https://s.hs-data.com/gfx/person/m/686483.jpg"
"309",1182,"Fabian Ströbele","Fabian","Ströbele","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708050/fabian-stroebele/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708050.jpg"
"310",747,"Fabian Täger","Fabian","Täger","m"," Deutschland","08.01.1986","  3  ","https://www.sport.de/ninja-warrior/pe686190/fabian-taeger/",NA,NA,3,NA,NA,171,66," Deutschland","","https://s.hs-data.com/gfx/person/m/686190.jpg"
"311",1058,"Fabio Helmrich","Fabio","Helmrich","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708153/fabio-helmrich/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708153.jpg"
"312",743,"Fabio Sterrantino","Fabio","Sterrantino","m"," Deutschland","28.06.1996","  3  ","https://www.sport.de/ninja-warrior/pe686257/fabio-sterrantino/",NA,NA,3,NA,NA,170,87," Deutschland","","https://s.hs-data.com/gfx/person/m/686257.jpg"
"313",848,"Fabiola Hopp","Fabiola","Hopp","w"," Deutschland","26.06.1986","   4 ","https://www.sport.de/ninja-warrior/pe686774/fabiola-hopp/",NA,NA,NA,4,NA,160,60," Deutschland","","https://s.hs-data.com/gfx/person/m/686774.jpg"
"314",749,"Fabrice Tambwe","Fabrice","Tambwe","m"," Deutschland","15.09.1992","  3  ","https://www.sport.de/ninja-warrior/pe686170/fabrice-tambwe/",NA,NA,3,NA,NA,184,81," Deutschland","","https://s.hs-data.com/gfx/person/m/686170.jpg"
"315",96,"Fadi Issa","Fadi","Issa","m"," Deutschland","15.10.1969","1    ","https://www.sport.de/ninja-warrior/pe685893/fadi-issa/",1,NA,NA,NA,NA,183,105," Deutschland","","https://s.hs-data.com/gfx/person/m/685893.jpg"
"316",541,"Falco Aversano","Falco","Aversano","m"," Italien","16.03.1995","  3  ","https://www.sport.de/ninja-warrior/pe686198/falco-aversano/",NA,NA,3,NA,NA,175,75," Italien","","https://s.hs-data.com/gfx/person/m/686198.jpg"
"317",501,"Falko Toetzke","Falko","Toetzke","m"," Deutschland","26.07.1971"," 2   ","https://www.sport.de/ninja-warrior/pe686407/falko-toetzke/",NA,2,NA,NA,NA,200,80," Deutschland","","https://s.hs-data.com/gfx/person/m/686407.jpg"
"318",432,"Fatai Odusola","Fatai","Odusola","m"," Deutschland","22.09.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686454/fatai-odusola/",NA,2,NA,NA,NA,179,80," Deutschland","","https://s.hs-data.com/gfx/person/m/686454.jpg"
"319",324,"Fedja Gerke","Fedja","Gerke","w"," Deutschland","25.07.1994"," 2   ","https://www.sport.de/ninja-warrior/pe686322/fedja-gerke/",NA,2,NA,NA,NA,171,74," Deutschland","","https://s.hs-data.com/gfx/person/m/686322.jpg"
"320",247,"Felix Aurig","Felix","Aurig","m"," Deutschland","12.04.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686325/felix-aurig/",NA,2,NA,NA,NA,175,72," Deutschland","","https://s.hs-data.com/gfx/person/m/686325.jpg"
"321",40,"Felix Dangel","Felix","Dangel","m"," Deutschland","07.05.1991","1    ","https://www.sport.de/ninja-warrior/pe686034/felix-dangel/",1,NA,NA,NA,NA,178,73," Deutschland","","https://s.hs-data.com/gfx/person/m/686034.jpg"
"322",814,"Felix Eckart","Felix","Eckart","m"," Deutschland","05.02.1993","   4 ","https://www.sport.de/ninja-warrior/pe686736/felix-eckart/",NA,NA,NA,4,NA,169,62," Deutschland","","https://s.hs-data.com/gfx/person/m/686736.jpg"
"323",303,"Felix Eiler","Felix","Eiler","m"," Deutschland","27.10.1996"," 2   ","https://www.sport.de/ninja-warrior/pe686535/felix-eiler/",NA,2,NA,NA,NA,187,73," Deutschland","","https://s.hs-data.com/gfx/person/m/686535.jpg"
"324",1028,"Felix Flieger","Felix","Flieger","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708208/felix-flieger/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708208.jpg"
"325",622,"Felix Hornbostel","Felix","Hornbostel","m"," Deutschland","04.01.1989","  3  ","https://www.sport.de/ninja-warrior/pe686632/felix-hornbostel/",NA,NA,3,NA,NA,186,80," Deutschland","","https://s.hs-data.com/gfx/person/m/686632.jpg"
"326",398,"Felix Küpper","Felix","Küpper","m"," Deutschland","29.03.1999"," 2   ","https://www.sport.de/ninja-warrior/pe686343/felix-kuepper/",NA,2,NA,NA,NA,173,60," Deutschland","","https://s.hs-data.com/gfx/person/m/686343.jpg"
"327",1174,"Felix Siegert","Felix","Siegert","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708069/felix-siegert/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708069.jpg"
"328",961,"Felix Van Deventer","Felix","Van Deventer","m"," Deutschland","03.06.1996","   4 ","https://www.sport.de/ninja-warrior/pe705726/felix-van-deventer/",NA,NA,NA,4,NA,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/705726.jpg"
"329",510,"Felix Von Mallinckrodt","Felix","Von Mallinckrodt","m"," Deutschland","15.04.1998"," 2   ","https://www.sport.de/ninja-warrior/pe686473/felix-von-mallinckrodt/",NA,2,NA,NA,NA,190,83," Deutschland","","https://s.hs-data.com/gfx/person/m/686473.jpg"
"330",223,"Felix Wiesner","Felix","Wiesner","m"," Deutschland","20.01.1995","1    ","https://www.sport.de/ninja-warrior/pe686037/felix-wiesner/",1,NA,NA,NA,NA,173,68," Deutschland","","https://s.hs-data.com/gfx/person/m/686037.jpg"
